pid,meta_class,meta_town_code,meta_nbhd,meta_certified_est_bldg,meta_certified_est_land,meta_cdu,meta_deed_type,char_hd_sf,char_age,char_apts,char_ext_wall,char_roof_cnst,char_rooms,char_beds,char_bsmt,char_bsmt_fin,char_heat,char_oheat,char_air,char_frpl,char_attic_type,char_fbath,char_hbath,char_tp_plan,char_tp_dsgn,char_cnst_qlty,char_site,char_gar1_size,char_gar1_cnst,char_gar1_att,char_gar1_area,char_ot_impr,char_bldg_sf,char_repair_cnd,char_use,char_type_resd,char_attic_fnsh,char_renovation,char_porch,geo_property_city,geo_property_zip,geo_tract_pop,geo_white_perc,geo_black_perc,geo_asian_perc,geo_his_perc,geo_other_perc,geo_fips,geo_municipality,geo_ohare_noise,geo_floodplain,geo_fs_flood_factor,geo_fs_flood_risk_direction,geo_withinmr100,geo_withinmr101300,geo_school_elem_district,geo_school_hs_district,econ_tax_rate,econ_midincome,ind_large_home,ind_garage,ind_arms_length
5195,205,72,72212,90690,30240,NA,W,3780,75,NA,2,1,5,3,1,1,1,5,2,0,3,1,1,2,NA,2,2,3,1,2,2,0,1186,2,1,2,NA,NA,NA,CHICAGO,60620,5514,0.007616974972796518,0.9762422923467537,0,0.011969532100108813,0.0041712005803409506,14000,Chicago,0,0,1,0,0,0,BARTON,BOGAN HS,6.873317191283292,35274,FALSE,TRUE,TRUE
5196,204,28,28015,242210,83440,NA,W,14512,28,NA,3,1,7,3,3,3,1,5,2,0,3,2,1,2,NA,2,2,3,2,1,2,0,2265,2,1,1,NA,NA,NA,ORLAND PARK,60467,5713,0.8767722737615964,0.003500787677227376,0.0869945737791003,0.02678102573078943,0.011902678102573078,56640,Orland Park,0,0,1,0,0,0,SCHOOL DISTRICT  135,CONSOLIDATED HIGH SCHOOL  230,9.413,98854,FALSE,TRUE,TRUE
5197,206,21,21067,428760,358270,AV,T,49417,63,NA,3,1,9,4,3,3,1,5,1,2,3,2,1,2,2,2,2,3,1,1,2,0,4890,2,1,2,NA,NA,NA,BURR RIDGE,60527,7653,0.773030184241474,0.008493401280543577,0.05370442963543708,0.13354240167254672,0.05880047040376323,09980,Burr Ridge,0,0,1,0,0,0,SCHOOL DISTRICT 107,LYONS TOWNSHIP HIGH SCHOOL  204,6.973,106317,FALSE,TRUE,TRUE
5198,206,33,33050,574590,193200,NA,T,18400,83,NA,2,1,9,4,1,1,1,5,1,1,3,3,1,2,2,2,2,3,2,1,1,0,3858,2,1,2,NA,NA,1,RIVER FOREST,60305,5895,0.7974554707379135,0.07684478371501273,0.04359626802374894,0.06870229007633588,0.026802374893977948,64304,River Forest,0,0,1,0,0,0,SCHOOL DISTRICT 90,CONSOLIDATED HIGH SCHOOL  200,10.646,126250,FALSE,TRUE,TRUE
5199,295,30,30060,130720,14850,NA,W,675,31,NA,3,2,4,2,2,3,1,5,2,0,3,1,1,2,NA,2,2,7,NA,NA,NA,22,968,2,1,2,NA,NA,NA,WILLOW SPRINGS,60480,5606,0.8480199785943632,0.01944345344273992,0.024081341419907244,0.08383874420264002,0.045843738851230824,NA,NA,0,0,6,1,0,1,SCHOOL DISTRICT C C  108,CONSOLIDATED HIGH SCHOOL  230,12.202,88750,FALSE,FALSE,TRUE
5200,211,77,77102,96900,36710,NA,W,3125,112,2,2,1,7,4,1,3,1,5,2,0,3,2,0,2,2,2,2,1,1,2,2,0,2552,2,2,2,NA,NA,NA,CHICAGO,60624,2533,0,0.9581523884721674,0,0.027240426371891037,0.014607185155941572,14000,Chicago,0,0,1,0,0,0,HERZL,MANLEY HS,6.913,21198,FALSE,TRUE,TRUE
5201,295,28,28099,229300,18570,NA,W,1689,19,NA,3,1,6,3,1,3,1,5,1,1,3,2,1,2,1,2,2,3,2,1,1,0,1734,2,1,2,NA,NA,NA,ORLAND PARK,60467,8884,0.8615488518685277,0.012606933813597478,0.04558757316524088,0.05571814497973886,0.04907699234579019,56640,Orland Park,0,0,1,0,0,0,SCHOOL DISTRICT  135,CONSOLIDATED HIGH SCHOOL  230,9.413,105942,FALSE,TRUE,TRUE
5202,278,22,22080,570530,66840,NA,W,8625,13,NA,2,1,9,4,1,1,1,5,1,1,3,3,1,2,1,2,2,5,2,1,1,0,3567,2,1,2,NA,NA,NA,MORTON GROVE,60053,3700,0.6045945945945946,0.0024324324324324323,0.3245945945945946,0.014054054054054054,0.10864864864864865,50647,Morton Grove,0,0,1,0,0,0,SCHOOL DISTRICT  63,MAINE TOWNSHIP HIGH SCHOOL  207,9.008,88287,FALSE,TRUE,TRUE
5203,234,18,18070,120850,27250,NA,O,7788,49,NA,1,1,6,3,3,1,1,5,2,0,3,1,0,1,2,2,2,7,NA,NA,NA,0,823,2,1,4,NA,NA,NA,HANOVER PARK,60133,6608,0.1823547215496368,0.0263317191283293,0.017554479418886198,0.761047215496368,0.020581113801452784,32746,Hanover Park,0,0,1,0,0,0,SCHOOL DISTRICT 46,SCHOOL DISTRICT 46,11.557,63422,FALSE,FALSE,TRUE
5204,203,72,72040,156380,31500,NA,W,3150,18,NA,2,1,6,3,1,1,1,5,1,0,3,2,1,2,2,2,2,3,1,2,2,0,1110,2,1,1,NA,NA,NA,CHICAGO,60632,5174,0.11654425976034016,0.021646695013529185,0.05102435253189022,0.8105914186316197,3.8654812524159255e-4,14000,Chicago,0,0,4,1,0,0,SHIELDS,KELLY HS,6.934,46419,FALSE,TRUE,TRUE
5205,211,71,71070,261580,50000,NA,W,3125,117,2,1,1,7,4,2,3,1,5,2,0,3,2,0,2,2,2,2,1,1,2,2,0,2082,2,2,2,NA,NA,NA,CHICAGO,60618,4200,0.31261904761904763,0.025952380952380952,0.04523809523809524,0.5616666666666666,0.08642857142857142,14000,Chicago,0,0,4,1,0,0,LOGANDALE,SCHURZ HS,6.915,59408,FALSE,TRUE,TRUE
5206,203,39,39151,137300,44550,AV,W,8487,65,NA,2,1,7,4,2,3,1,5,1,1,3,1,1,2,NA,2,2,3,1,2,2,0,1610,2,1,1,NA,NA,NA,CHICAGO RIDGE,60415,5845,0.8251497005988024,0.046706586826347304,0.036612489307100086,0.08366124893071,0.01573994867408041,14065,Chicago Ridge,0,0,1,0,0,0,SCHOOL DISTRICT  127 1/2,COMMUNITY HIGH SCHOOL  218,13.391,50024,FALSE,TRUE,TRUE
5207,234,28,28015,209490,58010,NA,T,10089,29,NA,3,1,7,3,3,1,1,5,2,1,3,1,1,1,NA,2,2,3,2,1,2,0,1549,2,1,4,NA,NA,2,ORLAND PARK,60467,5713,0.8767722737615964,0.003500787677227376,0.0869945737791003,0.02678102573078943,0.011902678102573078,56640,Orland Park,0,0,1,0,0,0,SCHOOL DISTRICT  135,CONSOLIDATED HIGH SCHOOL  230,9.413,98854,FALSE,TRUE,TRUE
5208,203,71,71150,175220,61500,NA,T,4920,110,NA,3,1,8,5,1,3,1,5,2,0,1,2,1,2,NA,2,2,3,1,2,2,0,1421,2,1,5,1,NA,NA,CHICAGO,60634,7328,0.599754366812227,0.07273471615720524,0.05499454148471616,0.26282751091703055,0.01937772925764192,14000,Chicago,0,0,1,0,0,0,BRIDGE,STEINMETZ COLLEGE PREP HS,6.894,75339,FALSE,TRUE,TRUE
5209,202,71,71150,142950,46500,NA,W,3720,96,NA,1,1,5,2,1,3,1,5,2,0,3,1,0,2,2,2,2,7,NA,NA,NA,0,916,2,1,1,NA,NA,1,CHICAGO,60634,7328,0.599754366812227,0.07273471615720524,0.05499454148471616,0.26282751091703055,0.01937772925764192,14000,Chicago,0,0,1,0,0,0,"LOCKE, J",STEINMETZ COLLEGE PREP HS,6.894,75339,FALSE,FALSE,TRUE
5210,202,39,39050,116750,39600,NA,W,6600,69,NA,1,1,6,3,1,3,1,5,1,0,2,1,0,2,2,2,2,4,1,2,2,0,788,2,1,5,1,NA,NA,OAK LAWN,60453,3978,0.7476118652589241,0.019356460532931122,0.008547008547008548,0.21568627450980393,0.017596782302664656,54820,Oak Lawn,0,0,1,0,0,0,SCHOOL DISTRICT  123,COMMUNITY HIGH SCHOOL  229,12.437,93723,FALSE,TRUE,TRUE
5211,203,70,70220,71080,30250,NA,W,3782,68,NA,2,1,6,3,1,1,1,5,1,0,1,1,0,NA,NA,2,2,4,1,2,2,0,1054,2,1,5,1,NA,NA,CHICAGO,60628,3689,2.710761724044456e-4,0.97804283003524,0,0.01951748441312009,0.00433721875847113,14000,Chicago,0,0,1,0,0,0,CULLEN,CORLISS HS,6.908,38693,FALSE,TRUE,TRUE
5212,278,18,18082,285970,56590,NA,W,11914,17,NA,1,1,9,4,1,3,1,5,1,1,3,2,1,2,1,2,2,5,2,1,1,0,3589,2,1,2,NA,NA,NA,BARTLETT,60103,4906,0.7007745617611089,0.005707297187117815,0.16408479412963717,0.1031390134529148,0.05034651447207501,04013,Bartlett,0,0,1,0,0,0,SCHOOL DISTRICT 46,SCHOOL DISTRICT 46,11.245,95265,FALSE,TRUE,TRUE
5213,234,37,37121,29260,15340,NA,O,5580,53,NA,3,1,5,3,3,1,2,5,2,0,3,1,1,2,2,2,2,7,NA,NA,NA,0,1100,2,1,4,NA,NA,NA,MARKHAM,60428,3361,0.009223445403153823,0.9818506396905683,0,0.005355548943766736,0.0035703659625111574,47007,Markham,0,0,1,0,0,0,SCHOOL DISTRICT  152 1/2,THORNTON TOWNSHIP HIGH SCHOOL  205,29.158,37500,FALSE,FALSE,TRUE
5214,206,74,74022,2046570,307120,NA,W,1755,112,NA,2,2,10,5,1,1,2,5,1,0,3,3,1,2,2,2,2,7,NA,NA,NA,0,4212,1,1,3,NA,NA,NA,CHICAGO,60610,6795,0.8672553348050037,0.026048565121412803,0.056217807211184696,0.02119205298013245,0.05356880058866814,14000,Chicago,0,0,1,0,0,0,OGDEN,LINCOLN PARK HS,6.89,111372,FALSE,FALSE,TRUE
5215,204,32,32080,208220,114000,NA,W,22800,46,NA,2,1,7,4,3,3,1,5,1,1,3,2,1,2,2,2,2,3,2,1,2,0,2848,2,1,1,NA,NA,NA,FLOSSMOOR,60422,6246,0.4546910022414345,0.48158821645853345,0.006243996157540826,0.042747358309317966,0.027057316682676913,26571,Flossmoor,0,0,1,0,0,0,SCHOOL DISTRICT 161,HOMEWOOD FLOSSMOOR COMM HIGH SCHOOL  233,18.481,106079,FALSE,TRUE,TRUE
5216,295,29,29033,202220,16500,NA,W,2640,33,NA,1,1,6,2,1,3,1,5,1,1,3,2,0,2,NA,2,2,3,1,1,1,0,1466,2,1,2,NA,NA,NA,HOFFMAN ESTATES,60192,4955,0.6302724520686176,0.02119071644803229,0.2343087790110999,0.06881937436932392,0.09081735620585267,35411,Hoffman Estates,0,0,4,1,0,0,SCHOOL DISTRICT C C  15,PALATINE TOWNSHIP HIGH SCHOOL  211,10.023,116563,FALSE,TRUE,TRUE
5217,278,38,38010,297390,61740,NA,W,10738,52,NA,1,1,9,5,3,3,1,5,1,1,1,2,1,NA,NA,2,2,1,3,2,2,0,2520,2,1,2,3,NA,NA,MOUNT PROSPECT,60056,7037,0.5918715361659799,0.0049737103879494106,0.17677987778883048,0.2181327270143527,0.011368480886741509,51089,Mount Prospect,0,0,3,0,0,0,SCHOOL DISTRICT  26,ARLINGTON HTS TWNSHP H S 214,9.89,90106,FALSE,TRUE,TRUE
5218,207,39,39071,175710,51870,NA,W,7980,54,NA,2,1,6,4,3,1,1,5,1,0,3,1,1,2,2,2,2,3,2,1,2,0,1436,2,1,2,NA,NA,NA,OAK LAWN,60453,4974,0.43486127864897467,0.14093285082428628,0.017490952955367914,0.35826296743063935,0.07599517490952955,54820,Oak Lawn,0,0,1,0,0,0,SCHOOL DISTRICT  123,COMMUNITY HIGH SCHOOL  229,12.437,54004,FALSE,TRUE,TRUE
5219,202,72,72030,108400,37500,NA,W,3750,73,NA,2,1,5,2,3,1,1,2,1,0,3,1,0,2,2,2,2,3,1,2,2,0,744,2,1,1,NA,NA,NA,CHICAGO,60629,4549,0.1457463178720598,0.07979775774895581,0.0021982853374367993,0.7612662123543636,0.019564739503187514,14000,Chicago,0,0,1,0,0,0,AZUELA,BOGAN HS,6.934,61972,FALSE,TRUE,TRUE
5220,210,70,70230,66210,21780,NA,W,1980,139,NA,2,1,5,3,1,1,1,2,2,0,3,1,1,2,NA,2,2,7,NA,NA,NA,0,1088,2,1,2,NA,NA,NA,CHICAGO,60628,1477,0.42044685172647256,0.3358158429248477,0.003385240352064997,0.17400135409614081,0.12593094109681788,14000,Chicago,0,0,1,0,0,0,PULLMAN,CORLISS HS,6.908,42263,FALSE,FALSE,TRUE
5221,207,38,38040,263890,62960,AV,W,10075,46,NA,3,1,8,4,1,1,1,5,1,1,3,1,1,2,NA,2,2,3,2,1,2,0,1956,2,1,2,NA,NA,1,ARLINGTON HEIGHTS,60004,4918,0.7879219194794632,0.012403416022773485,0.12057747051647011,0.0719804798698658,0.014233428222854819,02154,Arlington Heights,0,0,1,0,0,0,SCH DIST 21 WHEELING COMM CONSOLIDATED,ARLINGTON HTS TWNSHP H S 214,10.449,105991,FALSE,TRUE,TRUE
5222,203,77,77020,120860,41320,AV,W,2952,117,NA,1,1,4,2,2,3,1,5,2,0,3,1,0,NA,NA,2,2,1,1,2,2,0,1008,2,1,1,NA,NA,NA,CHICAGO,60651,1425,0.08350877192982456,0.03298245614035088,0,0.8835087719298246,0,14000,Chicago,0,0,1,0,0,0,CASALS,ORR HS,6.89,55365,FALSE,TRUE,TRUE
5223,234,30,30011,177570,49120,NA,W,7860,43,NA,3,1,7,3,3,1,1,5,1,1,3,2,1,2,2,2,2,4,2,1,2,0,1303,1,1,4,NA,NA,NA,PALOS HILLS,60465,6693,0.9188704616763783,0.0064246227401763036,0.020469146869864036,0.052741670401912445,0.0029881966233378156,57394,Palos Hills,0,0,1,0,0,0,SCHOOL DISTRICT C C  118,CONSOLIDATED HIGH SCHOOL  230,9.359,66287,FALSE,TRUE,TRUE
5224,207,29,29033,210610,69450,NA,W,11113,50,NA,1,1,8,3,4,3,1,5,1,0,2,1,2,2,2,2,2,4,1,1,2,0,1909,2,1,2,3,NA,NA,HOFFMAN ESTATES,60192,3805,0.8086727989487517,0,0.1340341655716163,0.0202365308804205,0.07411300919842313,35411,Hoffman Estates,0,0,1,0,0,0,SCHOOL DISTRICT C C  15,PALATINE TOWNSHIP HIGH SCHOOL  211,10.023,123594,FALSE,TRUE,TRUE
5225,205,27,27050,309850,66500,NA,W,6650,106,NA,1,1,7,4,1,3,2,5,2,0,1,1,1,NA,NA,2,2,3,1,2,2,0,1791,2,1,2,3,NA,1,OAK PARK,60304,4008,0.6472055888223552,0.2125748502994012,0.0029940119760479044,0.12574850299401197,0.02245508982035928,54885,Oak Park,0,0,2,1,0,0,SCHOOL DISTRICT  97,CONSOLIDATED HIGH SCHOOL  200,13.157,104792,FALSE,TRUE,TRUE
5226,203,21,21042,195950,42810,NA,W,6850,33,NA,2,1,6,3,1,3,1,5,2,0,3,1,0,2,NA,2,2,7,NA,NA,NA,0,1300,2,1,1,NA,NA,NA,BROOKFIELD,60513,5372,0.5057706626954579,0.12434847356664185,0.021779597915115412,0.3294862248696947,0.023827252419955324,08576,Brookfield,0,0,1,0,0,0,SCHOOL DISTRICT  102,LYONS TOWNSHIP HIGH SCHOOL  204,11.097,78571,FALSE,FALSE,TRUE
5227,234,28,28050,213020,26770,NA,W,6300,49,NA,3,1,6,3,3,1,1,5,2,0,3,1,1,2,2,2,2,4,1,2,2,0,1196,2,1,4,NA,NA,NA,TINLEY PARK,60477,7741,0.817336261464927,0.020927528743056454,0.012789045342978943,0.13783748869655083,0.022219351504973516,75484,Tinley Park,0,0,1,0,0,0,SCHOOL DISTRICT  140,CONSOLIDATED HIGH SCHOOL  230,11.122,66981,FALSE,TRUE,TRUE
5228,205,77,77013,117890,33200,AV,W,3906,112,NA,4,1,6,3,1,3,1,5,2,0,3,1,0,2,NA,2,2,3,1,2,2,0,1288,2,1,2,NA,NA,1,CHICAGO,60644,4161,0.01682287911559721,0.8387406873347752,0,0.10694544580629656,0.07498197548666186,14000,Chicago,0,0,1,0,0,0,HOWE,MARSHALL HS,6.89,35264,FALSE,TRUE,TRUE
5229,203,39,39132,81900,33750,NA,T,6750,68,NA,1,1,5,2,2,3,1,5,2,0,3,1,0,2,NA,2,2,3,1,2,2,0,1024,2,1,1,NA,NA,1,BLUE ISLAND,60406,5040,0.2625,0.18313492063492062,0.0035714285714285713,0.49166666666666664,0.11825396825396825,06704,Blue Island,0,0,1,0,0,0,SCHOOL DISTRICT 130,COMMUNITY HIGH SCHOOL  218,15.452,47371,FALSE,TRUE,TRUE
5230,203,72,72260,82040,24520,NA,T,3270,94,NA,2,1,5,3,1,3,2,5,2,0,1,1,0,NA,NA,2,2,2,1,2,2,0,1152,2,1,1,3,NA,NA,CHICAGO,60620,3115,0.005457463884430177,0.9666131621187801,0.024398073836276082,0.003531300160513644,0,14000,Chicago,0,0,1,0,0,0,WESTCOTT,HIRSCH HS,6.873317191283292,39097,FALSE,TRUE,TRUE
5231,203,71,71260,191240,46870,NA,W,3750,92,NA,3,1,5,3,1,3,2,5,2,0,1,1,0,2,NA,2,2,3,1,2,2,0,1122,2,1,1,3,NA,1,CHICAGO,60641,5535,0.2845528455284553,0.013008130081300813,0.006684733514001806,0.6532971996386631,0.06485998193315266,14000,Chicago,0,0,1,0,0,0,SCHUBERT,FOREMAN HS,6.894,55069,FALSE,TRUE,TRUE
5232,203,39,39110,145730,33130,NA,W,6312,63,NA,2,1,6,3,2,3,1,5,1,1,3,2,1,NA,NA,2,2,3,2,2,2,0,1501,2,1,1,NA,NA,NA,OAK LAWN,60453,4606,0.7477203647416414,0.015197568389057751,0.014546244029526704,0.21385149804602693,0.017368649587494574,54820,Oak Lawn,0,0,1,0,0,0,SCHOOL DISTRICT  123,COMMUNITY HIGH SCHOOL  218,13.148,77500,FALSE,TRUE,TRUE
5233,211,72,72030,165470,37800,NA,W,3780,95,2,3,1,8,4,1,3,1,5,2,0,2,2,0,2,NA,2,2,3,2,2,2,0,2036,2,2,2,3,NA,NA,CHICAGO,60632,5691,0.15006150061500614,0.017220172201722016,0.027411702688455455,0.8033737480231945,0.003865752943243718,14000,Chicago,0,0,4,1,0,0,EDWARDS,CURIE HS,6.934,44266,FALSE,TRUE,TRUE
5234,204,71,71150,240420,51560,NA,W,4125,97,NA,2,1,8,4,1,3,1,5,2,0,1,2,0,2,2,2,2,1,1,2,2,0,2390,2,1,5,1,NA,NA,CHICAGO,60634,4106,0.5189965903555772,0,0.07696054554310765,0.4040428641013151,0,14000,Chicago,0,0,1,0,0,0,SMYSER,SCHURZ HS,6.884772382397572,72122,FALSE,TRUE,TRUE
5235,204,22,22111,340020,66720,NA,W,7850,104,NA,1,1,8,4,1,3,1,5,1,1,2,2,0,NA,NA,2,2,4,1,2,2,0,2228,2,1,1,3,NA,NA,PARK RIDGE,60068,4826,0.8723580605055947,0.004765851636966432,0.01968503937007874,0.07666804807293826,0.05304600082884376,57875,Park Ridge,0,0,1,0,0,0,SCHOOL DISTRICT C C  64,MAINE TOWNSHIP HIGH SCHOOL  207,8.938,90504,FALSE,TRUE,TRUE
5236,203,30,30022,99810,52040,NA,W,9913,61,NA,2,1,6,3,4,3,1,5,2,1,1,1,0,NA,NA,2,2,2,1,2,2,0,1209,2,1,1,3,NA,NA,HICKORY HILLS,60457,8118,0.66949987681695,0.00800689825080069,0.08745996550874599,0.23109140182310914,0.007883715200788372,34514,Hickory Hills,0,0,1,0,0,0,SCHOOL DISTRICT  117,CONSOLIDATED HIGH SCHOOL  230,12.137,53549,FALSE,TRUE,TRUE
5237,203,71,71200,185420,46870,NA,W,3750,93,NA,1,1,5,3,1,3,1,5,2,0,1,1,1,2,NA,2,2,1,1,2,2,0,1437,2,1,5,1,NA,NA,CHICAGO,60707,7452,0.357890499194847,0.3168276972624799,0.030730005367686528,0.25778314546430486,0.07098765432098765,14000,Chicago,0,0,1,0,0,0,SAYRE,STEINMETZ COLLEGE PREP HS,6.894,90058,FALSE,TRUE,TRUE
5238,202,77,77115,55080,36710,NA,W,3125,112,NA,1,1,3,2,2,3,1,5,2,0,3,1,0,NA,NA,2,2,1,1,2,2,0,630,2,1,1,NA,NA,NA,CHICAGO,60623,4959,0.013309134906231096,0,0,0.9866908650937689,0,14000,Chicago,0,0,6,1,0,0,ORTIZ DE DOMINGUEZ,FARRAGUT HS,6.89,39401,FALSE,TRUE,TRUE
5239,278,77,77170,793110,109200,NA,W,2400,3,NA,2,6,6,3,1,1,1,5,1,1,3,3,1,2,2,2,2,3,2,2,2,0,2184,2,1,2,NA,NA,NA,CHICAGO,60647,2226,0.7129380053908356,0.04941599281221923,0.06918238993710692,0.12443845462713388,0.0880503144654088,14000,Chicago,0,0,4,1,0,0,PULASKI,CLEMENTE HS,6.915,134500,FALSE,TRUE,TRUE
5240,211,13,13050,138450,19800,NA,W,6600,57,2,2,1,10,5,1,2,1,5,2,0,3,2,0,2,2,2,2,3,1,2,2,0,2053,2,2,1,NA,NA,NA,POSEN,60469,7440,0.2221774193548387,0.1495967741935484,0.020026881720430108,0.5876344086021505,0.04112903225806452,61314,Posen,0,0,1,0,0,0,SCHOOL DISTRICT  143 1/2,COMMUNITY HIGH SCHOOL  228,13.223,46156,FALSE,TRUE,TRUE
5241,203,29,29060,172210,32830,NA,W,9380,68,NA,3,1,6,4,3,3,1,5,1,1,2,2,0,NA,NA,2,2,3,1,2,2,0,1636,2,1,1,3,NA,NA,PALATINE,60074,4559,0.8017109015134898,0.02039921035314762,0.05878482123272648,0.09936389559113841,0.037508225488045624,57225,Palatine,0,0,1,0,0,0,SCHOOL DISTRICT C C  15,PALATINE TOWNSHIP HIGH SCHOOL  211,9.835,84615,FALSE,TRUE,TRUE
5242,204,23,23120,263350,133580,NA,W,11616,63,NA,1,1,7,3,1,1,1,5,1,2,2,2,0,2,2,2,2,3,1,1,2,0,1842,2,1,1,3,NA,1,WILMETTE,60091,4861,0.8543509565932935,0.00761160255091545,0.08331619008434478,0.02962353425221148,0.05019543303846945,82075,Wilmette,0,0,3,1,0,0,SCHOOL DISTRICT 37,NEW TRIER TOWNSHIP HIGH SCHOOL  203,7.53,196371,FALSE,TRUE,TRUE
5243,208,25,25131,598720,191540,NA,W,14734,2,NA,1,1,8,4,1,1,1,5,1,1,3,4,1,2,2,2,2,5,1,1,1,0,4136,2,1,2,NA,NA,NA,GLENVIEW,60025,3431,0.8700087438064704,0.0034975225881667153,0.06820169046925095,0.010492567764500145,0.09559895074322355,29938,Glenview,0,0,1,0,0,0,SCHOOL DISTRICT C C 34,NORTHFIELD TOWNSHIP HIGH SCHOOL  225,7.153,149286,TRUE,TRUE,TRUE
5244,203,20,20040,203890,56520,NA,W,6650,65,NA,2,1,6,3,1,3,1,5,1,2,3,1,1,2,NA,2,2,1,2,1,2,0,1381,2,1,1,NA,NA,NA,PARK RIDGE,60068,1983,0.9470499243570348,0.0010085728693898135,0.01059001512859304,0.03429147755925366,0.014120020171457387,57875,Park Ridge,1,0,1,0,0,0,SCHOOL DISTRICT C C  64,MAINE TOWNSHIP HIGH SCHOOL  207,9.116,115417,FALSE,TRUE,TRUE
5245,203,71,71440,199850,61870,NA,W,4950,73,NA,2,1,5,2,1,3,1,5,1,0,1,1,0,2,NA,2,2,2,1,2,2,0,1241,2,1,5,1,NA,NA,CHICAGO,60631,3364,0.8061831153388823,2.9726516052318666e-4,0.029726516052318668,0.13971462544589774,0.048156956004756245,14000,Chicago,1,0,1,0,0,0,EDISON PARK,TAFT HS,6.884772382397572,93778,FALSE,TRUE,TRUE
5246,278,29,29032,307610,53780,NA,W,8605,32,NA,1,1,8,4,1,3,1,5,1,1,3,2,1,2,NA,2,2,3,1,1,2,0,2604,2,1,2,NA,NA,NA,HOFFMAN ESTATES,60010,6827,0.7694448513256189,0.010399882818221767,0.20301743078951223,0,0.03427567013329427,35411,Hoffman Estates,0,0,1,0,0,0,SCHOOL DISTRICT C C  15,PALATINE TOWNSHIP HIGH SCHOOL  211,10.068,157125,FALSE,TRUE,TRUE
5247,295,28,28015,189760,27810,NA,W,2529,28,NA,3,1,6,2,3,3,1,5,1,1,3,2,1,2,NA,2,2,3,2,1,2,0,1604,2,1,2,NA,NA,NA,ORLAND PARK,60467,5713,0.8767722737615964,0.003500787677227376,0.0869945737791003,0.02678102573078943,0.011902678102573078,56640,Orland Park,0,0,1,0,0,0,SCHOOL DISTRICT  135,CONSOLIDATED HIGH SCHOOL  230,9.413,98854,FALSE,TRUE,TRUE
5248,295,32,32230,138270,76980,NA,T,13997,24,NA,2,1,6,3,1,3,1,5,1,1,3,2,1,2,1,2,2,3,2,1,2,0,1797,2,1,2,NA,NA,1,TINLEY PARK,60477,9088,0.2496698943661972,0.597931338028169,0.011553697183098592,0.12026848591549295,0.035101232394366196,75484,Tinley Park,0,0,1,0,0,0,SCHOOL DISTRICT 159,RICH TOWNSHIP HIGH SCHOOL  227,18.105,77098,FALSE,TRUE,TRUE
5249,203,32,32120,31010,26840,NA,O,8260,68,NA,3,1,5,2,2,3,1,5,2,0,2,1,0,2,2,2,2,1,1,2,2,0,1296,2,1,1,3,NA,NA,PARK FOREST,60466,4957,0.28706879160782733,0.5844260641517046,0,0.0841234617712326,0.08533387129312084,57732,Park Forest,0,0,1,0,0,0,SCHOOL DISTRICT 163,RICH TOWNSHIP HIGH SCHOOL  227,37.326,55570,FALSE,TRUE,TRUE
5250,206,33,33020,657290,99750,NA,W,9500,153,NA,1,1,8,5,1,3,1,5,1,1,1,2,1,2,2,2,2,3,1,1,1,0,2880,2,1,2,1,NA,NA,RIVER FOREST,60305,5169,0.8436834977751982,0.034629522151286514,0.04546333913716386,0.04739794931321339,0.04797833236602825,64304,River Forest,0,0,1,0,0,0,SCHOOL DISTRICT 90,CONSOLIDATED HIGH SCHOOL  200,10.646,117941,FALSE,TRUE,TRUE
5251,278,25,25160,617790,92260,NA,W,7689,20,NA,3,1,8,4,1,3,1,5,1,1,3,2,1,2,1,2,2,3,3,1,2,0,3013,2,1,2,NA,NA,NA,GLENVIEW,60026,5386,0.7510211659858893,0.010768659487560341,0.14983290011139994,0.05087263275157817,0.06851095432603045,29938,Glenview,0,0,1,0,0,0,SCHOOL DISTRICT C C 34,NORTHFIELD TOWNSHIP HIGH SCHOOL  225,7.153,112969,FALSE,TRUE,TRUE
5252,203,39,39100,128930,38100,NA,W,6350,117,NA,1,1,8,4,1,3,1,5,1,0,2,3,0,2,2,NA,2,3,1,2,2,0,1784,2,1,5,1,1,NA,EVERGREEN PARK,60805,5352,0.5687593423019432,0.2529895366218236,1.868460388639761e-4,0.16573243647234678,0.02391629297458894,24634,Evergreen Park,0,0,1,0,0,0,SCHOOL DISTRICT  124,COMMUNITY HIGH SCHOOL  231,13.318,71316,FALSE,TRUE,TRUE
5253,203,71,71210,127230,41250,NA,W,3750,107,NA,1,1,7,4,1,1,2,5,2,0,1,2,0,2,NA,2,2,3,1,2,2,0,1445,2,1,5,1,NA,NA,CHICAGO,60639,5118,0.007815552950371238,0.6584603360687769,0.004689331770222743,0.3130128956623681,0.032043767096522076,14000,Chicago,0,0,1,0,0,0,LEWIS,FOREMAN HS,6.884772382397572,32225,FALSE,TRUE,TRUE
5254,203,13,13120,34630,23940,NA,W,11970,63,NA,3,1,6,3,4,3,1,5,2,0,3,1,0,NA,NA,2,2,7,NA,NA,NA,0,1204,2,1,1,NA,NA,NA,MARKHAM,60428,5406,0.08916019237883832,0.732519422863485,0.015908250092489827,0.15057343692193859,0.023677395486496486,47007,Markham,0,0,1,0,0,0,SCHOOL DISTRICT  144,COMMUNITY HIGH SCHOOL  228,25.301,42417,FALSE,FALSE,TRUE
